customer_id,age,sex,marital_status,job,employment_duration,housing,guarantors,num_dependants,checking_status,savings_status,amount,duration,purpose,credit_history,installment_rate,risk_label
389,27,male,single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,"500 - 1,000 DM",2326,15,business,critical account/other credits existing (outside this bank),2.0,0
390,27,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1449,9,business,existing credits paid back duly,3.0,0
391,30,male,married/widowed,highly skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1820,18,car (new),existing credits paid back duly,2.0,0
392,19,female,non-single/single,unskilled employee,< 1 year,rent,none,1,0 - 200 DM,"> 1,000 DM",983,12,furniture/equipment,existing credits paid back duly,1.0,0
393,39,male,single,highly skilled employee,4 - 7 years,for free,none,2,< 0 DM,< 100 DM,3249,36,car (new),existing credits paid back duly,2.0,0
394,31,female,non-single/single,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,1957,6,radio/television,critical account/other credits existing (outside this bank),1.0,0
395,31,male,single,highly skilled employee,unemployed,own,none,1,no account,< 100 DM,2406,9,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
396,32,male,single,skilled employee,4 - 7 years,rent,none,1,0 - 200 DM,100 - 500 DM,11760,39,education,delay paying off in the past,2.0,0
397,55,female,non-single/single,highly skilled employee,unemployed,for free,none,1,< 0 DM,< 100 DM,2578,12,furniture/equipment,existing credits paid back duly,3.0,0
398,46,male,married/widowed,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,2348,36,furniture/equipment,critical account/other credits existing (outside this bank),3.0,0
399,46,male,divorved/separated,skilled employee,> 7 years,rent,none,1,0 - 200 DM,< 100 DM,1223,12,car (new),existing credits paid back duly,1.0,1
400,43,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,no account,"> 1,000 DM",1516,24,radio/television,critical account/other credits existing (outside this bank),4.0,0
401,39,male,married/widowed,skilled employee,< 1 year,own,none,1,no account,< 100 DM,1473,18,radio/television,existing credits paid back duly,3.0,0
402,28,male,married/widowed,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,1887,18,business,critical account/other credits existing (outside this bank),4.0,0
403,27,male,single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,8648,24,business,delay paying off in the past,2.0,1
404,27,male,single,unskilled employee,1 - 4 years,own,none,1,no account,< 100 DM,802,14,car (new),delay paying off in the past,4.0,0
405,43,male,single,skilled employee,> 7 years,own,none,2,0 - 200 DM,unknown/no savings,2899,18,car (new),delay paying off in the past,4.0,0
406,22,male,married/widowed,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,2039,24,radio/television,existing credits paid back duly,1.0,1
407,43,male,single,skilled employee,4 - 7 years,own,none,2,no account,unknown/no savings,2197,24,car (used),critical account/other credits existing (outside this bank),4.0,0
408,27,male,married/widowed,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1053,15,radio/television,existing credits paid back duly,4.0,0
409,26,male,divorved/separated,highly skilled employee,> 7 years,own,none,1,no account,"500 - 1,000 DM",3235,24,radio/television,existing credits paid back duly,3.0,0
410,28,male,married/widowed,skilled employee,4 - 7 years,own,none,1,>= 200 DM,"500 - 1,000 DM",939,12,car (new),critical account/other credits existing (outside this bank),4.0,1
411,20,female,non-single/single,skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1967,24,radio/television,existing credits paid back duly,4.0,0
412,35,male,single,highly skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,7253,33,car (used),critical account/other credits existing (outside this bank),3.0,0
413,42,male,single,highly skilled employee,unemployed,own,none,1,no account,< 100 DM,2292,12,business,critical account/other credits existing (outside this bank),4.0,1
414,40,male,single,unskilled employee,1 - 4 years,rent,none,2,no account,"500 - 1,000 DM",1597,10,car (new),existing credits paid back duly,3.0,0
415,35,female,non-single/single,skilled employee,1 - 4 years,own,none,1,< 0 DM,unknown/no savings,1381,24,car (new),existing credits paid back duly,4.0,1
416,35,male,single,skilled employee,> 7 years,own,none,2,no account,< 100 DM,5842,36,car (used),critical account/other credits existing (outside this bank),2.0,0
417,33,male,single,unskilled employee,< 1 year,own,none,2,< 0 DM,< 100 DM,2579,12,car (new),existing credits paid back duly,4.0,1
418,23,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,unknown/no savings,8471,18,education,delay paying off in the past,1.0,0
419,31,female,non-single/single,highly skilled employee,4 - 7 years,own,none,1,no account,"500 - 1,000 DM",2782,21,car (new),existing credits paid back duly,1.0,0
420,33,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,1042,18,car (new),existing credits paid back duly,4.0,1
421,20,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,no account,"> 1,000 DM",3186,15,car (new),existing credits paid back duly,2.0,0
422,30,male,single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,2028,12,car (used),existing credits paid back duly,4.0,0
423,47,male,single,unskilled employee,4 - 7 years,own,none,2,0 - 200 DM,< 100 DM,958,12,car (new),critical account/other credits existing (outside this bank),2.0,0
424,34,male,single,highly skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,1591,21,furniture/equipment,delay paying off in the past,4.0,0
425,25,female,non-single/single,skilled employee,> 7 years,own,none,1,0 - 200 DM,unknown/no savings,2762,12,furniture/equipment,existing credits paid back duly,1.0,1
426,21,male,married/widowed,skilled employee,1 - 4 years,rent,none,1,0 - 200 DM,< 100 DM,2779,18,car (used),existing credits paid back duly,1.0,0
427,29,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,2743,28,radio/television,critical account/other credits existing (outside this bank),4.0,0
428,46,male,single,skilled employee,1 - 4 years,own,none,1,no account,"> 1,000 DM",1149,18,radio/television,critical account/other credits existing (outside this bank),4.0,0
429,20,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,1313,9,furniture/equipment,existing credits paid back duly,1.0,0
430,55,female,non-single/single,unemployed,unemployed,for free,none,2,< 0 DM,< 100 DM,1190,18,repairs,critical account/other credits existing (outside this bank),2.0,1
431,74,male,single,unskilled employee,4 - 7 years,own,none,1,no account,< 100 DM,3448,5,business,existing credits paid back duly,1.0,0
432,29,male,single,highly skilled employee,1 - 4 years,own,co-applicant,1,0 - 200 DM,< 100 DM,11328,24,other,existing credits paid back duly,2.0,1
433,36,male,single,highly skilled employee,unemployed,for free,none,1,< 0 DM,< 100 DM,1872,6,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
434,33,male,divorved/separated,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2058,24,repairs,critical account/other credits existing (outside this bank),4.0,0
435,25,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,2136,9,furniture/equipment,existing credits paid back duly,3.0,0
436,25,male,married/widowed,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,1484,12,radio/television,existing credits paid back duly,2.0,1
437,23,male,married/widowed,unskilled employee,4 - 7 years,rent,none,1,no account,"500 - 1,000 DM",660,6,repairs,existing credits paid back duly,2.0,0
438,37,female,non-single/single,skilled employee,> 7 years,own,none,1,no account,"> 1,000 DM",1287,24,car (new),critical account/other credits existing (outside this bank),4.0,0
439,65,male,single,unemployed,unemployed,own,co-applicant,1,< 0 DM,< 100 DM,3394,42,repairs,critical account/other credits existing (outside this bank),4.0,0
440,26,female,non-single/single,unemployed,< 1 year,own,none,1,>= 200 DM,< 100 DM,609,12,business,all credits at this bank paid back duly,4.0,1
441,39,male,single,highly skilled employee,> 7 years,own,none,1,no account,< 100 DM,1884,12,car (new),existing credits paid back duly,4.0,0
442,30,female,non-single/single,skilled employee,1 - 4 years,own,co-applicant,1,< 0 DM,< 100 DM,1620,12,furniture/equipment,existing credits paid back duly,2.0,0
443,29,male,single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,2629,20,other,delay paying off in the past,2.0,0
444,41,male,single,unskilled employee,> 7 years,own,none,2,no account,< 100 DM,719,12,education,existing credits paid back duly,4.0,1
445,30,female,non-single/single,highly skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,5096,48,furniture/equipment,critical account/other credits existing (outside this bank),2.0,1
446,41,female,non-single/single,unskilled employee,> 7 years,rent,none,1,no account,unknown/no savings,1244,9,education,critical account/other credits existing (outside this bank),4.0,0
447,34,female,non-single/single,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1842,36,car (new),existing credits paid back duly,4.0,1
448,35,male,single,skilled employee,1 - 4 years,own,gurantor,1,0 - 200 DM,< 100 DM,2576,7,radio/television,existing credits paid back duly,2.0,0
449,55,female,non-single/single,highly skilled employee,> 7 years,own,none,1,>= 200 DM,unknown/no savings,1424,12,furniture/equipment,existing credits paid back duly,3.0,0
450,61,male,married/widowed,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,"> 1,000 DM",1512,15,repairs,delay paying off in the past,3.0,1
451,30,male,single,highly skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,11054,36,car (used),critical account/other credits existing (outside this bank),4.0,0
452,29,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,518,6,radio/television,existing credits paid back duly,3.0,0
453,34,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,2759,12,furniture/equipment,no credits/paid back duly,2.0,0
454,35,male,single,highly skilled employee,> 7 years,own,none,1,no account,< 100 DM,2670,24,car (used),existing credits paid back duly,4.0,0
455,31,male,single,skilled employee,4 - 7 years,own,co-applicant,1,< 0 DM,< 100 DM,4817,24,car (new),existing credits paid back duly,2.0,1
456,29,female,non-single/single,highly skilled employee,< 1 year,own,none,1,no account,< 100 DM,2679,24,car (used),existing credits paid back duly,4.0,0
457,36,male,single,skilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,3905,11,car (new),critical account/other credits existing (outside this bank),2.0,0
458,35,male,single,skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,3386,12,car (used),existing credits paid back duly,3.0,1
459,27,female,non-single/single,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,343,6,domestic appliance,existing credits paid back duly,4.0,0
460,32,male,single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,4594,18,radio/television,existing credits paid back duly,3.0,0
461,37,male,single,skilled employee,1 - 4 years,own,gurantor,2,< 0 DM,< 100 DM,3620,36,furniture/equipment,existing credits paid back duly,1.0,0
462,36,male,single,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1721,15,car (new),existing credits paid back duly,2.0,0
463,34,female,non-single/single,highly skilled employee,< 1 year,rent,none,1,0 - 200 DM,< 100 DM,3017,12,furniture/equipment,existing credits paid back duly,3.0,0
464,38,male,single,skilled employee,> 7 years,own,none,1,0 - 200 DM,unknown/no savings,754,12,retraining,existing credits paid back duly,4.0,0
465,34,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1950,18,business,existing credits paid back duly,4.0,0
466,63,male,single,skilled employee,1 - 4 years,own,gurantor,2,< 0 DM,< 100 DM,2924,24,car (used),existing credits paid back duly,3.0,0
467,29,female,non-single/single,unskilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,1659,24,radio/television,delay paying off in the past,4.0,1
468,32,male,single,skilled employee,> 7 years,own,none,2,no account,unknown/no savings,7238,48,radio/television,delay paying off in the past,3.0,0
469,26,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2764,33,business,delay paying off in the past,2.0,0
470,35,male,single,unskilled employee,4 - 7 years,own,none,1,no account,< 100 DM,4679,24,car (used),delay paying off in the past,3.0,0
471,22,male,married/widowed,skilled employee,< 1 year,rent,none,1,0 - 200 DM,100 - 500 DM,3092,24,radio/television,existing credits paid back duly,3.0,1
472,23,female,non-single/single,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,448,6,education,existing credits paid back duly,4.0,1
473,28,male,single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,654,9,car (new),existing credits paid back duly,4.0,1
474,36,male,single,highly skilled employee,unemployed,own,none,2,no account,unknown/no savings,1238,6,retraining,existing credits paid back duly,4.0,0
475,33,male,married/widowed,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,1245,18,radio/television,critical account/other credits existing (outside this bank),4.0,1
476,26,female,non-single/single,skilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,3114,18,furniture/equipment,no credits/paid back duly,1.0,1
477,24,male,single,skilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",2569,39,car (used),existing credits paid back duly,4.0,0
478,25,male,single,skilled employee,4 - 7 years,own,none,1,>= 200 DM,< 100 DM,5152,24,radio/television,existing credits paid back duly,4.0,0
479,39,male,single,unskilled employee,4 - 7 years,own,none,1,0 - 200 DM,100 - 500 DM,1037,12,business,existing credits paid back duly,3.0,0
480,44,male,single,skilled employee,> 7 years,own,none,2,< 0 DM,< 100 DM,1478,15,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
481,23,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,3573,12,radio/television,critical account/other credits existing (outside this bank),1.0,0
482,26,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,1201,24,car (new),existing credits paid back duly,4.0,0
483,57,female,non-single/single,skilled employee,> 7 years,rent,none,1,< 0 DM,"> 1,000 DM",3622,30,furniture/equipment,existing credits paid back duly,4.0,0
484,30,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,"> 1,000 DM",960,15,furniture/equipment,delay paying off in the past,3.0,0
485,44,male,single,skilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",1163,12,car (new),critical account/other credits existing (outside this bank),4.0,0
486,47,male,single,highly skilled employee,unemployed,own,none,1,0 - 200 DM,< 100 DM,1209,6,car (new),delay paying off in the past,4.0,1
487,52,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,3077,12,radio/television,existing credits paid back duly,2.0,0
488,62,female,non-single/single,skilled employee,> 7 years,for free,co-applicant,1,no account,< 100 DM,3757,24,car (new),existing credits paid back duly,4.0,0
489,35,male,single,unskilled employee,1 - 4 years,rent,none,1,no account,100 - 500 DM,1418,10,car (new),existing credits paid back duly,3.0,0
490,26,male,single,skilled employee,1 - 4 years,rent,gurantor,1,no account,< 100 DM,3518,6,car (new),existing credits paid back duly,2.0,0
491,26,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,1934,12,radio/television,critical account/other credits existing (outside this bank),2.0,0
492,42,female,non-single/single,highly skilled employee,> 7 years,for free,none,1,0 - 200 DM,< 100 DM,8318,27,business,no credits/paid back duly,2.0,1
493,27,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,1237,6,radio/television,critical account/other credits existing (outside this bank),1.0,0
494,38,male,single,skilled employee,> 7 years,own,none,1,0 - 200 DM,unknown/no savings,368,6,radio/television,existing credits paid back duly,4.0,0
495,39,male,single,unskilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,2122,12,car (new),critical account/other credits existing (outside this bank),3.0,0
496,20,male,married/widowed,skilled employee,1 - 4 years,own,none,1,< 0 DM,unknown/no savings,2996,24,furniture/equipment,existing credits paid back duly,2.0,1
497,29,male,single,highly skilled employee,< 1 year,rent,co-applicant,1,0 - 200 DM,100 - 500 DM,9034,36,furniture/equipment,existing credits paid back duly,4.0,1
498,40,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1585,24,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
499,32,male,married/widowed,unskilled employee,> 7 years,own,gurantor,1,0 - 200 DM,< 100 DM,1301,18,radio/television,existing credits paid back duly,4.0,0
500,28,male,divorved/separated,skilled employee,> 7 years,own,none,2,>= 200 DM,100 - 500 DM,1323,6,car (new),critical account/other credits existing (outside this bank),2.0,0
501,27,female,non-single/single,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,3123,24,car (new),existing credits paid back duly,4.0,1
502,42,male,single,skilled employee,> 7 years,for free,none,2,< 0 DM,< 100 DM,5493,36,car (used),existing credits paid back duly,2.0,0
503,49,male,divorved/separated,skilled employee,> 7 years,own,none,1,>= 200 DM,100 - 500 DM,1126,9,radio/television,existing credits paid back duly,2.0,0
504,38,male,single,skilled employee,< 1 year,own,none,2,0 - 200 DM,100 - 500 DM,1216,24,radio/television,critical account/other credits existing (outside this bank),4.0,1
505,24,female,non-single/single,skilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,1207,24,car (new),existing credits paid back duly,4.0,1
506,27,male,single,unskilled employee,1 - 4 years,own,gurantor,1,no account,unknown/no savings,1309,10,car (new),existing credits paid back duly,4.0,1
507,36,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,"500 - 1,000 DM",2360,15,car (used),critical account/other credits existing (outside this bank),2.0,0
508,34,male,single,highly skilled employee,unemployed,own,none,2,0 - 200 DM,100 - 500 DM,6850,15,car (new),all credits at this bank paid back duly,1.0,1
509,28,male,married/widowed,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1413,24,radio/television,existing credits paid back duly,4.0,0
510,45,male,single,highly skilled employee,> 7 years,own,none,1,no account,100 - 500 DM,8588,39,car (used),existing credits paid back duly,4.0,0
511,26,male,single,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,759,12,car (new),existing credits paid back duly,4.0,1
512,32,male,single,highly skilled employee,1 - 4 years,for free,none,1,no account,< 100 DM,4686,36,car (used),existing credits paid back duly,2.0,0
513,26,male,single,skilled employee,4 - 7 years,rent,none,1,>= 200 DM,< 100 DM,2687,15,business,existing credits paid back duly,2.0,0
514,20,male,married/widowed,skilled employee,1 - 4 years,rent,co-applicant,1,0 - 200 DM,< 100 DM,585,12,radio/television,delay paying off in the past,4.0,0
515,54,male,single,skilled employee,< 1 year,own,none,1,no account,unknown/no savings,2255,24,car (new),existing credits paid back duly,4.0,0
516,37,female,non-single/single,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,609,6,car (new),critical account/other credits existing (outside this bank),4.0,0
517,40,male,single,unskilled employee,< 1 year,own,none,2,< 0 DM,< 100 DM,1361,6,car (new),critical account/other credits existing (outside this bank),2.0,0
518,23,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,< 100 DM,7127,36,furniture/equipment,critical account/other credits existing (outside this bank),2.0,1
519,43,male,single,skilled employee,> 7 years,own,none,1,< 0 DM,100 - 500 DM,1203,6,car (new),existing credits paid back duly,3.0,0
520,36,male,single,skilled employee,> 7 years,for free,none,1,no account,unknown/no savings,700,6,radio/television,critical account/other credits existing (outside this bank),4.0,0
521,44,male,single,skilled employee,> 7 years,for free,none,1,no account,< 100 DM,5507,24,repairs,critical account/other credits existing (outside this bank),3.0,0
522,24,female,non-single/single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,3190,18,radio/television,existing credits paid back duly,2.0,1
523,53,male,single,skilled employee,1 - 4 years,for free,none,2,< 0 DM,< 100 DM,7119,48,furniture/equipment,no credits/paid back duly,3.0,1
524,23,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,3488,24,car (used),existing credits paid back duly,3.0,0
525,26,female,non-single/single,unskilled employee,1 - 4 years,own,gurantor,2,0 - 200 DM,< 100 DM,1113,18,radio/television,existing credits paid back duly,4.0,0
526,30,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,7966,26,car (used),existing credits paid back duly,2.0,0
527,31,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,1532,15,education,critical account/other credits existing (outside this bank),4.0,0
528,42,male,single,unskilled employee,4 - 7 years,own,none,2,no account,< 100 DM,1503,4,radio/television,critical account/other credits existing (outside this bank),2.0,0
529,31,male,divorved/separated,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,2302,36,radio/television,existing credits paid back duly,4.0,1
530,41,male,single,unskilled employee,< 1 year,own,none,2,< 0 DM,< 100 DM,662,6,car (new),existing credits paid back duly,3.0,0
531,32,male,single,skilled employee,4 - 7 years,own,none,2,0 - 200 DM,< 100 DM,2273,36,education,existing credits paid back duly,3.0,0
532,28,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,0 - 200 DM,100 - 500 DM,2631,15,car (new),existing credits paid back duly,2.0,1
533,41,male,married/widowed,skilled employee,1 - 4 years,rent,none,1,no account,< 100 DM,1503,12,car (used),delay paying off in the past,4.0,0
534,26,male,married/widowed,skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,1311,24,radio/television,existing credits paid back duly,4.0,0
535,25,male,single,skilled employee,< 1 year,own,none,1,no account,unknown/no savings,3105,24,radio/television,existing credits paid back duly,4.0,0
536,33,male,divorved/separated,skilled employee,< 1 year,rent,none,1,>= 200 DM,< 100 DM,2319,21,education,critical account/other credits existing (outside this bank),2.0,1
537,75,female,non-single/single,highly skilled employee,unemployed,own,none,1,< 0 DM,unknown/no savings,1374,6,car (new),existing credits paid back duly,4.0,0
538,37,female,non-single/single,skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,3612,18,furniture/equipment,critical account/other credits existing (outside this bank),3.0,0
539,42,male,single,highly skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,7763,48,car (new),existing credits paid back duly,4.0,1
540,45,female,non-single/single,unskilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,3049,18,furniture/equipment,existing credits paid back duly,1.0,0
541,23,male,married/widowed,skilled employee,< 1 year,rent,none,1,0 - 200 DM,< 100 DM,1534,12,radio/television,existing credits paid back duly,1.0,1
542,60,male,single,skilled employee,> 7 years,for free,none,1,no account,< 100 DM,2032,24,car (new),delay paying off in the past,4.0,0
543,31,male,single,skilled employee,> 7 years,own,none,1,< 0 DM,unknown/no savings,6350,30,furniture/equipment,existing credits paid back duly,4.0,1
544,34,male,single,unskilled employee,1 - 4 years,own,none,2,>= 200 DM,< 100 DM,2864,18,furniture/equipment,existing credits paid back duly,2.0,1
545,61,male,single,unskilled employee,> 7 years,own,none,1,no account,< 100 DM,1255,12,car (new),critical account/other credits existing (outside this bank),4.0,0
546,43,male,single,skilled employee,unemployed,for free,none,2,< 0 DM,< 100 DM,1333,24,car (new),delay paying off in the past,4.0,1
547,37,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2022,24,car (new),critical account/other credits existing (outside this bank),4.0,0
548,32,male,single,skilled employee,4 - 7 years,own,none,2,no account,< 100 DM,1552,24,radio/television,existing credits paid back duly,3.0,0
549,24,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,626,12,radio/television,all credits at this bank paid back duly,4.0,1
550,35,male,single,skilled employee,4 - 7 years,for free,none,1,no account,unknown/no savings,8858,48,car (used),critical account/other credits existing (outside this bank),2.0,0
551,23,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,unknown/no savings,996,12,repairs,critical account/other credits existing (outside this bank),4.0,0
552,45,male,single,unskilled employee,> 7 years,own,none,2,no account,"500 - 1,000 DM",1750,6,radio/television,all credits at this bank paid back duly,2.0,0
553,34,male,married/widowed,skilled employee,4 - 7 years,own,gurantor,1,< 0 DM,< 100 DM,6999,48,radio/television,existing credits paid back duly,1.0,1
554,27,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,1995,12,car (new),critical account/other credits existing (outside this bank),4.0,0
555,67,female,non-single/single,highly skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,1199,9,education,existing credits paid back duly,4.0,0
556,22,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,1331,12,radio/television,existing credits paid back duly,2.0,1
557,28,female,non-single/single,skilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,2278,18,car (new),no credits/paid back duly,3.0,1
558,29,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,5003,21,car (new),no credits/paid back duly,1.0,1
559,27,male,single,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,3552,24,furniture/equipment,all credits at this bank paid back duly,3.0,1
560,31,male,single,unskilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,1928,18,furniture/equipment,critical account/other credits existing (outside this bank),2.0,1
561,49,male,single,skilled employee,> 7 years,for free,none,2,< 0 DM,unknown/no savings,2964,24,car (used),existing credits paid back duly,4.0,0
562,24,male,single,unskilled employee,4 - 7 years,rent,gurantor,1,< 0 DM,< 100 DM,1546,24,radio/television,all credits at this bank paid back duly,4.0,1
563,29,female,non-single/single,skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,683,6,radio/television,delay paying off in the past,2.0,0
564,37,male,single,skilled employee,1 - 4 years,for free,none,1,0 - 200 DM,unknown/no savings,12389,36,car (new),existing credits paid back duly,1.0,1
565,37,male,single,highly skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,4712,24,business,delay paying off in the past,4.0,0
566,23,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,0 - 200 DM,100 - 500 DM,1553,24,radio/television,delay paying off in the past,3.0,0
567,36,male,divorved/separated,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,1372,12,car (new),existing credits paid back duly,2.0,1
568,34,male,single,skilled employee,> 7 years,own,none,1,no account,"> 1,000 DM",2578,24,radio/television,critical account/other credits existing (outside this bank),2.0,0
569,41,male,single,skilled employee,4 - 7 years,own,none,2,0 - 200 DM,unknown/no savings,3979,48,radio/television,existing credits paid back duly,4.0,0
570,31,female,non-single/single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,6758,48,radio/television,existing credits paid back duly,3.0,1
571,23,female,non-single/single,unskilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,3234,24,furniture/equipment,existing credits paid back duly,4.0,1
572,38,male,single,skilled employee,4 - 7 years,own,co-applicant,1,no account,< 100 DM,5954,30,radio/television,critical account/other credits existing (outside this bank),3.0,0
573,26,female,non-single/single,highly skilled employee,unemployed,rent,none,1,no account,unknown/no savings,5433,24,car (used),existing credits paid back duly,2.0,0
574,22,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,806,15,business,existing credits paid back duly,4.0,0
575,27,male,single,unskilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1082,9,radio/television,existing credits paid back duly,4.0,0
576,24,female,non-single/single,skilled employee,4 - 7 years,own,co-applicant,1,no account,< 100 DM,2788,15,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
577,27,female,non-single/single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,2930,12,radio/television,existing credits paid back duly,2.0,0
578,33,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,1927,24,education,critical account/other credits existing (outside this bank),3.0,0
579,27,male,divorved/separated,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,2820,36,car (new),critical account/other credits existing (outside this bank),4.0,1
580,27,male,married/widowed,unskilled employee,< 1 year,own,none,1,no account,< 100 DM,937,24,retraining,existing credits paid back duly,4.0,0
581,30,male,single,skilled employee,> 7 years,own,gurantor,1,0 - 200 DM,< 100 DM,1056,18,car (new),critical account/other credits existing (outside this bank),3.0,1
582,49,male,single,unskilled employee,< 1 year,own,none,2,0 - 200 DM,< 100 DM,3124,12,car (new),critical account/other credits existing (outside this bank),1.0,0
583,26,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,no account,< 100 DM,1388,9,furniture/equipment,existing credits paid back duly,4.0,0
